seed,time_solve,size_bytes
970, 169.71027040481567, 288430327
640, 178.85821437835693, 315347942
967, 182.29246258735657, 332633093
328, 175.61054611206055, 286659602
303, 194.82078981399536, 304963022
980, 160.01726460456848, 289996124
479, 167.337562084198, 314130384
924, 178.76333570480347, 302740729
730, 163.23545861244202, 286042463
562, 160.09746098518372, 272333054
441, 208.72404742240906, 346833712
258, 201.75472235679626, 327719632
817, 206.84447693824768, 336053984
671, 213.38713192939758, 349379121
649, 201.01474714279175, 339405147
476, 168.18432474136353, 313395729
424, 195.33935260772705, 355435707
218, 167.30527758598328, 303509061
692, 233.40782523155212, 374138051
26, 201.30679392814636, 298973782
42, 198.62291431427002, 329635209
253, 212.18722009658813, 352003917
48, 164.90140438079834, 305533178
711, 239.72109270095825, 403285731
63, 188.7754487991333, 322636931
748, 222.68578839302063, 372965686
142, 173.4482774734497, 297410017
493, 181.30341029167175, 374591237
444, 235.99945330619812, 407995855
942, 166.76413702964783, 301344984
395, 231.60759735107422, 380389206
225, 157.60889267921448, 321147997
186, 198.188410282135, 328212087
237, 172.83075428009033, 310070773
829, 203.46264815330505, 328935796
238, 173.6935613155365, 298346725
178, 232.70373225212097, 390074770
61, 201.721684217453, 323089787
610, 166.70403695106506, 281726360
411, 223.3355643749237, 336457751
159, 203.00543856620789, 362943297
224, 171.6751410961151, 321177090
965, 138.67595887184143, 296518521
202, 209.47268295288086, 342600754
370, 193.29559969902039, 336256286
824, 238.40184831619263, 405821038
386, 219.8368420600891, 334367023
721, 193.13064742088318, 334485476
5, 173.48979568481445, 291744230
368, 212.1628453731537, 335606859
497, 197.7867727279663, 325593702
329, 198.78852796554565, 310018799
838, 175.17162251472473, 316291902
492, 209.07135653495789, 318972690
931, 213.20087242126465, 351512952
94, 203.39758968353271, 330270578
70, 215.6999387741089, 341409029
183, 178.07356142997742, 313089219
741, 221.43177199363708, 361531636
687, 204.330570936203, 308815759
898, 168.40866088867188, 301378402
32, 181.47777128219604, 329060379
593, 191.91006326675415, 339337839
343, 208.90255856513977, 346028405
499, 205.28424096107483, 363436446
665, 162.45201802253723, 285576657
920, 182.18355321884155, 297860292
556, 183.5875964164734, 306014441
798, 218.84063601493835, 364823248
315, 260.7470383644104, 398075295
57, 157.2615921497345, 307140975
840, 208.54020738601685, 339354039
404, 186.20931220054626, 302798408
14, 194.7170581817627, 303416186
62, 176.4392855167389, 307114656
662, 213.9875566959381, 335421575
235, 199.3343267440796, 318741909
512, 196.54572200775146, 315598210
145, 222.5006787776947, 349057907
176, 189.99943566322327, 310403437
369, 184.56536293029785, 294512944
453, 145.7979063987732, 291268156
831, 194.51228070259094, 339151859
80, 193.18878507614136, 317049307
197, 187.16479086875916, 338593785
171, 184.65954566001892, 348818720
273, 181.73870062828064, 325271735
628, 185.18800163269043, 297703965
371, 225.60936450958252, 299627930
389, 221.86127543449402, 354719233
781, 169.02165031433105, 308399254
532, 185.60038232803345, 313740212
95, 227.34373569488525, 333951064
147, 216.32205843925476, 370940929
77, 181.7811999320984, 310625897
210, 189.08289527893066, 344781065
335, 185.30152893066406, 331228603
280, 218.04863166809082, 378689151
846, 197.28552722930908, 347015419
988, 212.4069550037384, 364511567
990, 203.49675154685974, 366803426
505, 154.09181952476501, 325869389
790, 164.5089716911316, 331411737
842, 220.4736475944519, 377208583
463, 190.39137649536133, 375095386
373, 187.38306760787964, 335633050
271, 200.5699155330658, 363550114
67, 191.1708469390869, 327908523
150, 182.34913659095764, 288336589
908, 182.52083492279053, 300916147
753, 199.37620306015015, 350714575
55, 173.96665740013123, 325958596
646, 183.25137519836426, 302558171
536, 216.2635612487793, 347644801
735, 216.23240208625793, 372959721
191, 229.12596249580383, 348549865
16, 219.4772982597351, 343481761
308, 195.2609658241272, 321823787
161, 195.06371903419495, 333576899
709, 196.77081155776978, 349398175
921, 214.44767332077026, 344244234
892, 204.49471616744995, 377587658
874, 171.75322079658508, 321863382
334, 172.13690185546875, 303789799
501, 182.30539631843567, 348704059
620, 187.88177299499512, 353165724
932, 191.27855229377747, 351503260
190, 188.13863325119019, 326631863
41, 212.1460382938385, 336726436
705, 200.39160346984863, 359785331
633, 208.40697050094604, 334468059
381, 204.88606119155884, 328670192
613, 215.95166945457458, 346973301
653, 201.92943334579468, 328375090
199, 195.94316029548645, 302031744
122, 176.88359236717224, 312387490
808, 177.4987530708313, 301040741
300, 246.2860074043274, 293478110
570, 165.83499670028687, 306254823
6, 220.88109850883484, 357230443
124, 184.88233137130737, 327141992
506, 215.16649293899536, 372666141
848, 226.01541328430176, 378698294
788, 197.79020619392395, 334856638
209, 183.7292284965515, 286821523
163, 174.14950299263, 328940709
944, 181.35953736305237, 322203906
984, 153.4106044769287, 300249719
936, 186.26053619384766, 319250021
365, 193.98063206672668, 363733391
90, 221.10763263702393, 380126973
519, 198.41875004768372, 342985740
504, 160.75307250022888, 344242735
40, 210.66839790344238, 343528826
432, 192.48797154426575, 355378621
578, 231.68455743789673, 389913925
535, 201.7241551876068, 319179165
257, 204.0477101802826, 346381478
319, 167.36109900474548, 302106348
940, 196.09166741371155, 346261931
855, 206.34494733810425, 384203654
614, 211.0564980506897, 404503786
8, 223.19838666915894, 360797168
804, 190.33693766593933, 337285015
867, 188.5266890525818, 337792308
23, 237.60230159759521, 355376520
907, 177.84433484077454, 299091159
588, 206.7075264453888, 345165209
841, 203.1354649066925, 370245418
839, 172.76179003715515, 313380900
928, 208.08685779571533, 350231037
279, 172.8354527950287, 313458735
93, 216.23186540603638, 338735526
673, 197.35963559150696, 331216643
682, 191.08666038513184, 343871514
431, 191.1818025112152, 312700922
385, 187.6258418560028, 339760713
513, 210.82674288749695, 347704948
689, 190.2982301712036, 325240479
759, 170.86545062065125, 311384920
311, 234.05911469459534, 384079298
744, 218.94229698181152, 332747676
740, 182.41865611076355, 303665793
683, 227.36131167411804, 391231059
853, 167.12406635284424, 305645673
79, 192.29151058197021, 323626402
243, 216.34134340286255, 328984576
231, 188.3708393573761, 307807777
84, 204.59650325775146, 346031531
697, 178.96973395347595, 298984540
770, 168.43693590164185, 305372869
37, 189.60399341583252, 330029064
884, 187.96451568603516, 325671453
605, 174.48371481895447, 327349194
733, 190.4565086364746, 310076748
136, 229.90376543998718, 375502832
477, 189.38715386390686, 355557448
304, 206.28691339492798, 339808408
143, 201.31001567840576, 351503498
517, 229.04945588111877, 383789627
995, 239.78210139274597, 356678132
324, 218.88299703598022, 356921920
972, 211.55110692977905, 355134182
193, 204.9888014793396, 330624649
589, 215.0820767879486, 343129284
695, 181.44189834594727, 313274756
162, 187.36729502677917, 324192280
157, 195.30591893196106, 320960225
923, 183.9454333782196, 308944635
540, 194.2615098953247, 337046127
888, 190.38548493385315, 321020004
200, 194.0794394016266, 346547708
309, 199.91096901893616, 355033274
15, 226.9682240486145, 338199139
521, 163.5207142829895, 309142348
762, 184.02888941764832, 298175110
547, 163.5302677154541, 315134377
591, 203.31247973442078, 319450189
468, 208.25521039962769, 329777881
743, 172.37938833236694, 300089251
242, 228.47785019874573, 371888938
154, 186.61957836151123, 352974176
284, 200.00884699821472, 305606782
282, 179.1209683418274, 294061238
629, 169.72669744491577, 309700084
409, 179.37951755523682, 325506131
634, 202.00868821144104, 334211832
783, 215.53582406044006, 335710480
156, 170.71769452095032, 307849078
557, 192.04062247276306, 318164661
331, 186.94306921958923, 345608479
165, 183.71834540367126, 359853258
428, 197.99988627433777, 351817412
902, 219.99108481407166, 369013121
727, 236.37148571014404, 382043036
925, 177.17738914489746, 316336921
955, 190.7668957710266, 347078925
664, 189.08787369728088, 317781844
545, 161.5229616165161, 267486558
316, 201.75786018371582, 370934134
950, 219.59708642959595, 346798043
500, 192.49707984924316, 341968142
261, 182.9414026737213, 297143867
975, 170.41410303115845, 287444965
462, 194.94718480110168, 365922395
403, 242.8199520111084, 403190326
527, 189.33355569839478, 339075205
912, 193.73907279968262, 353928105
751, 231.41969752311707, 386429629
509, 195.1138837337494, 332950514
312, 223.28741455078125, 349326017
951, 165.98571920394897, 307465581
427, 166.03412699699402, 321281299
236, 191.10232734680176, 333938013
675, 171.3532531261444, 293450777
346, 164.58519506454468, 261961144
723, 212.85611200332642, 359980803
1000, 192.94150567054749, 361448243
917, 169.56873774528503, 289578447
108, 184.7026891708374, 330892895
934, 195.4547472000122, 326564965
515, 193.92142271995544, 364278649
344, 190.01264548301697, 334047794
323, 198.8717761039734, 323053888
843, 220.7487347126007, 360458980
318, 175.765789270401, 322189019
948, 183.24749040603638, 317197372
915, 235.35282826423645, 386264695
565, 187.8848533630371, 333606360
816, 173.77545976638794, 314529330
573, 193.02754545211792, 337768885
133, 183.06400108337402, 318942770
714, 223.40175652503967, 375159633
